"ESTU_TIPODOCUMENTO","ESTU_NACIONALIDAD","ESTU_GENERO","ESTU_MCPIO_RESIDE","COLE_AREA_UBICACION","COLE_NOMBRE_SEDE","DESEMP_LECTURA_CRITICA","DESEMP_MATEMATICAS","DESEMP_C_NATURALES","DESEMP_SOCIALES_CIUDADANAS","DESEMP_INGLES","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PUNT_INGLES","PUNT_GLOBAL","PERCENTIL_LECTURA_CRITICA","PERCENTIL_MATEMATICAS","PERCENTIL_C_NATURALES","PERCENTIL_SOCIALES_CIUDADANAS","PERCENTIL_INGLES","PERCENTIL_GLOBAL"
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,4,3,3,"B1",68,73,67,66,69,343,79,87,80,76,61,78
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",2,3,2,2,"A1",47,52,48,43,52,239,21,39,35,28,36,31
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,2,2,1,"A-",53,39,53,32,47,222,34,14,45,7,29,24
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,2,"A1",52,53,62,52,49,272,32,40,66,44,32,45
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,4,3,3,"A2",78,77,57,70,61,349,97,93,53,85,50,82
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",2,3,2,2,"A-",48,55,51,47,31,244,23,45,40,34,6,33
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,4,3,4,"A2",63,78,63,76,67,349,61,96,69,96,60,82
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",2,2,2,2,"A1",50,50,47,42,50,237,28,33,33,26,33,30
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,3,"A2",69,67,65,62,64,328,79,73,72,65,56,71
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,4,"B+",67,69,67,72,82,349,73,78,78,89,86,82
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,4,"A2",80,68,65,78,61,359,99,74,74,98,52,88
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,4,3,"B1",66,69,71,69,76,347,72,76,89,82,73,81
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,2,"A2",55,69,49,49,64,281,40,76,37,38,55,48
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,3,"A2",58,54,51,58,63,279,49,42,41,56,55,48
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,4,3,"B1",64,69,71,60,73,333,64,76,89,62,68,73
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,3,"A1",66,66,60,58,52,308,70,71,60,57,38,61
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,4,3,3,"B1",67,71,65,61,75,333,75,81,73,64,70,73
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,4,3,3,"B1",62,80,68,62,77,343,60,97,80,66,75,79
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,2,"A1",69,58,57,51,56,293,81,50,54,43,43,54
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,2,"A2",55,55,53,50,61,269,40,44,45,40,51,44
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,3,"A2",69,68,65,69,61,336,80,76,73,83,52,75
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"A2",54,55,57,58,63,283,37,44,54,58,54,49
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"B1",60,65,68,59,76,320,53,68,82,59,72,66
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"A2",63,68,66,57,58,315,61,75,76,54,46,64
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"A1",62,60,59,61,55,300,60,55,58,63,41,57
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"A2",62,66,62,58,59,309,59,69,65,56,48,61
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,2,"A2",57,56,49,44,60,261,46,47,37,29,50,40
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,2,"A2",63,57,56,53,61,288,63,49,50,47,51,51
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,4,4,4,"B1",71,74,77,75,76,372,85,89,98,94,72,93
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,2,"A2",56,61,54,50,63,279,43,58,47,40,54,48
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"B1",55,62,56,59,70,295,41,61,50,58,63,54
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,4,"A2",81,63,66,72,66,351,100,63,75,90,57,83
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,4,4,3,"B+",71,73,78,70,82,368,84,86,99,85,87,92
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,3,"A2",81,67,64,61,66,340,100,72,69,64,57,77
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"B1",58,70,63,58,71,315,49,80,67,57,64,64
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,3,"B1",69,65,69,66,71,338,81,67,84,75,65,76
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,4,4,4,"B1",81,74,72,75,71,376,100,89,91,94,64,94
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,3,"A2",74,63,68,68,64,340,92,62,81,79,56,77
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"A1",65,65,65,63,53,318,69,67,72,67,39,66
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,4,4,4,"B+",75,74,78,77,82,382,94,88,99,96,87,96
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"A2",51,60,58,65,65,295,30,54,55,73,56,55
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"A1",57,62,62,62,53,301,45,59,65,66,39,57
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"A1",52,62,59,56,50,283,32,60,58,53,34,50
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,2,2,1,"A2",53,49,51,35,66,242,36,31,40,11,58,32
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,4,"A1",66,69,68,72,54,338,70,76,82,90,41,76
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,2,"A2",64,59,64,54,58,300,65,53,69,49,46,57
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,2,2,2,"A1",51,40,44,48,50,230,31,16,27,36,34,27
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,4,4,3,"B1",70,74,71,69,75,357,81,89,89,82,71,86
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,2,2,2,"B1",57,50,55,51,68,272,47,34,48,42,60,45
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,3,"A1",66,63,57,62,49,305,70,63,54,66,33,59
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,4,4,4,"B1",73,75,75,72,72,368,89,90,96,89,67,91
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,2,"A1",54,54,52,42,56,255,38,42,43,25,44,37
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,2,"B1",68,69,61,55,68,318,78,76,63,50,60,66
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",2,3,2,2,"A1",44,59,53,48,50,255,16,53,45,37,34,37
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO BAUTISTA",4,3,3,3,"B1",71,64,63,69,70,335,86,65,69,83,63,74
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",3,3,3,2,"B1",53,59,57,44,73,274,35,52,54,30,67,45
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",3,2,2,3,"A1",54,46,51,62,49,265,38,26,41,66,33,42
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO BAUTISTA",3,2,2,2,"A-",58,42,52,53,46,254,48,18,43,46,28,37
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO BAUTISTA",3,3,3,2,"A1",57,64,62,54,48,292,45,64,64,49,31,53
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO BAUTISTA",2,2,2,2,"A-",49,49,53,49,45,248,25,31,44,39,26,35
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",3,3,2,2,"A2",53,55,49,43,61,254,36,44,37,28,51,37
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO BAUTISTA",3,3,3,3,"A2",61,60,62,63,61,307,57,56,64,69,51,60
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",4,3,3,3,"A2",68,55,57,62,60,302,76,44,54,64,49,58
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",4,3,3,3,"A1",69,67,62,61,55,320,80,73,66,64,41,66
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",3,3,2,2,"A2",59,54,52,47,61,268,52,42,43,35,51,43
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO BAUTISTA",3,2,3,3,"A2",55,50,57,60,64,281,41,34,52,60,55,48
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO BAUTISTA",4,3,3,4,"B1",68,57,62,78,68,332,77,48,65,97,61,73
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO BAUTISTA",3,2,3,3,"B+",55,48,57,56,81,280,39,31,54,52,85,48
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",3,4,4,3,"B1",61,71,71,61,78,335,55,82,88,64,78,74
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",2,2,1,2,"A-",41,37,39,41,41,198,11,12,15,23,19,14
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",3,2,2,3,"A2",53,48,45,70,66,275,34,30,29,85,59,46
"CC","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",2,2,2,2,"A-",47,42,45,43,47,222,21,19,29,27,29,24
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO BAUTISTA",3,3,3,2,"A1",59,56,61,55,56,288,50,46,64,51,44,52
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",3,3,2,3,"B1",59,57,55,63,71,297,51,50,49,67,64,56
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",2,2,1,1,"A-",43,39,40,32,40,193,14,14,17,7,17,12
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",3,3,2,3,"A1",54,58,51,59,51,276,38,51,41,59,35,46
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO BAUTISTA",2,2,2,2,"A-",37,48,51,49,46,231,6,29,40,39,27,28
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,2,"A2",51,60,62,55,67,289,31,56,65,49,59,52
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,3,"B1",58,59,59,62,74,303,48,54,58,67,70,58
"TI","COLOMBIA","F","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,2,"B1",58,51,57,46,77,274,49,35,54,33,76,46
"CC","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,2,"B1",63,60,60,49,76,297,62,56,59,39,73,55
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,4,3,3,"B+",64,74,63,60,79,332,64,89,68,61,79,72
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,3,"B1",60,67,63,67,74,325,55,72,67,77,70,69
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",4,4,3,3,"B1",76,79,67,67,75,362,95,96,79,77,72,89
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",4,4,2,3,"B1",67,74,54,63,68,324,75,88,48,67,60,68
"TI","COLOMBIA","F","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,2,"B1",56,67,56,47,70,288,43,71,50,35,62,51
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",4,3,3,3,"B+",66,65,64,69,80,335,70,66,70,83,83,75
"TI","COLOMBIA","F","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,3,"B1",65,70,60,68,77,333,69,80,61,80,75,73
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",4,3,3,3,"B1",69,61,60,63,69,318,80,58,60,68,61,66
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",2,3,3,3,"A-",45,58,56,56,46,266,17,51,51,52,27,42
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,3,"B1",64,64,62,56,76,313,65,64,66,53,73,63
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,2,"A1",59,58,62,49,52,283,52,50,66,40,37,49
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,3,"B1",63,66,62,57,76,315,63,70,65,55,73,64
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,2,"A2",64,68,57,51,67,303,66,76,53,43,59,58
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",3,3,3,2,"B1",55,64,63,53,74,300,40,64,69,46,69,57
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO LOS FARALLONES VALLE DEL LILY",4,3,2,2,"B1",70,70,49,55,76,311,82,78,36,51,74,62
"CC","COLOMBIA","M","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",2,1,1,1,"A-",44,34,33,39,36,187,16,8,5,19,11,9
"CC","COLOMBIA","F","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",2,2,1,1,"A-",43,43,36,26,36,185,14,20,10,2,11,8
"TI","COLOMBIA","M","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",3,3,2,2,"A-",54,59,50,46,36,255,37,54,38,33,11,38
"CC","COLOMBIA","M","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",3,2,2,2,"A1",54,45,49,54,50,252,37,23,37,48,34,37
"TI","COLOMBIA","F","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",3,2,2,2,"A-",51,43,50,41,44,230,31,20,39,23,24,27
"CC","COLOMBIA","M","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",2,2,1,1,"A-",41,38,39,29,27,180,11,13,15,3,3,7
"TI","COLOMBIA","F","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",3,2,2,2,"A2",55,40,45,41,62,233,40,16,29,23,53,28
"CC","COLOMBIA","M","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",3,2,2,1,"A-",57,50,52,39,38,243,45,34,43,19,13,33
"CC","COLOMBIA","M","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",1,1,1,1,"A-",34,32,31,32,36,163,3,6,3,7,11,3
"TI","COLOMBIA","F","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",2,3,2,2,"A-",48,53,43,46,45,237,23,39,25,33,25,30
"TI","COLOMBIA","F","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",2,3,2,2,"A-",46,51,51,55,36,248,19,35,41,50,11,35
"TI","COLOMBIA","F","CALI","URBANO","CENTRO DOCENTE SANTA ANITA - SEDE PRINCIPAL",4,3,3,2,"A2",67,58,56,51,64,292,73,50,51,42,55,53
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",2,3,2,2,"A-",45,54,52,49,41,247,18,43,43,40,18,34
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,2,2,"A1",54,60,52,50,51,269,37,56,42,40,36,43
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,2,"A1",58,51,56,49,57,269,47,36,51,38,45,43
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",2,2,2,2,"A1",48,47,46,42,55,232,23,28,30,25,41,28
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",2,2,2,2,"A-",47,48,50,53,47,247,21,30,39,46,29,34
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,3,"A-",56,64,56,56,46,285,42,65,52,52,28,50
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,4,3,"B1",62,69,72,56,71,326,61,78,91,53,65,70
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",4,3,3,3,"A1",70,61,61,65,51,316,82,57,63,73,35,65
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,4,3,4,"B1",60,72,69,71,73,342,54,85,85,86,68,78
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,3,"A2",58,62,59,57,65,297,48,59,57,55,57,56
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,3,"B1",63,68,65,63,69,325,63,74,72,69,62,69
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",4,3,3,3,"B1",66,59,63,65,77,322,71,54,67,72,74,67
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,3,"B1",56,67,56,60,68,302,42,73,52,60,61,58
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,2,"A1",61,58,60,54,54,290,55,50,59,49,40,52
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",4,3,3,3,"A2",70,62,62,61,58,317,83,60,65,63,46,65
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",4,3,3,3,"A1",67,69,68,63,57,330,74,76,83,68,45,72
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,3,"A2",64,55,60,59,58,297,64,45,60,60,46,55
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,2,"A1",60,63,57,48,55,284,55,61,52,36,43,50
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,2,"B1",63,63,59,54,74,304,64,63,58,48,69,59
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",2,2,2,2,"A2",48,46,54,41,59,241,24,26,47,23,48,32
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",4,4,4,3,"A2",76,80,77,67,65,371,95,97,98,78,56,93
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,3,"A-",61,55,58,61,40,287,58,45,56,64,17,51
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,3,"A2",58,61,65,63,64,310,49,59,73,68,56,61
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,2,2,2,"A2",53,50,44,44,59,243,36,34,26,29,48,33
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",2,2,2,2,"A-",43,43,47,43,44,220,13,21,33,27,24,23
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",4,4,3,4,"B1",69,74,66,71,73,351,79,88,77,88,68,83
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",4,3,3,3,"B1",67,66,58,60,71,317,75,69,57,61,65,65
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,2,"A2",58,53,57,54,59,279,49,39,53,48,48,47
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,2,2,2,"A1",52,49,44,50,51,245,32,33,27,41,36,33
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,2,2,"A2",62,56,55,49,58,278,60,46,50,39,47,47
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,2,2,"A1",54,60,55,54,57,279,37,56,48,48,45,48
"CC","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,4,3,4,"A2",64,72,65,74,62,341,66,85,74,93,52,78
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,3,"A2",63,55,61,61,62,301,63,44,63,63,52,57
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,3,"A2",63,55,59,58,61,295,62,44,59,57,52,54
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,2,2,"A2",52,53,42,43,58,242,33,40,22,28,46,32
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,2,"A2",64,62,60,51,58,296,66,59,60,43,47,55
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,2,3,"A1",56,54,52,59,57,277,41,42,43,59,44,47
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",4,4,3,3,"A2",66,77,66,69,58,343,72,93,76,82,47,79
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,3,"A2",54,53,58,57,65,281,36,39,55,54,56,48
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,2,3,2,"A1",59,47,56,51,53,266,50,28,51,43,39,42
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",2,3,2,1,"A-",45,51,49,39,40,228,18,35,36,19,17,26
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",4,3,2,3,"B1",70,60,55,59,71,309,82,55,48,58,65,61
"TI","COLOMBIA","F","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",4,3,3,2,"B1",67,59,63,47,69,299,73,54,68,36,61,56
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",4,4,3,3,"B1",66,72,66,64,75,338,72,84,77,70,71,76
"CC","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,3,3,"A-",57,51,67,62,47,292,45,36,78,66,30,53
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",3,3,2,1,"A-",52,58,50,38,47,247,33,50,39,18,29,34
"TI","COLOMBIA","M","CALI","URBANO","COL. COMFANDI CALIPSO - SEDE PRINCIPAL",2,3,3,2,"A-",43,69,57,53,45,273,14,78,53,46,26,45
